"No.","Time","Source","Destination","Protocol","Length","Info"
"198","23.986619","192.168.100.14","192.168.100.5","ICMP","74","Echo (ping) reply    id=0x0001, seq=1136/28676, ttl=128 (request in 197)"
"199","24.337025","192.168.100.9","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=55828/5338, ttl=128 (reply in 200)"
"200","24.337099","192.168.100.14","192.168.100.9","ICMP","74","Echo (ping) reply    id=0x0001, seq=55828/5338, ttl=128 (request in 199)"
"201","24.710189","192.168.100.25","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=2308/1033, ttl=128 (reply in 202)"
"202","24.710289","192.168.100.14","192.168.100.25","ICMP","74","Echo (ping) reply    id=0x0001, seq=2308/1033, ttl=128 (request in 201)"
"203","24.960650","192.168.100.5","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=1137/28932, ttl=128 (reply in 204)"
"204","24.960725","192.168.100.14","192.168.100.5","ICMP","74","Echo (ping) reply    id=0x0001, seq=1137/28932, ttl=128 (request in 203)"
"205","25.350038","192.168.100.9","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=55830/5850, ttl=128 (reply in 206)"
"206","25.350115","192.168.100.14","192.168.100.9","ICMP","74","Echo (ping) reply    id=0x0001, seq=55830/5850, ttl=128 (request in 205)"
"207","25.543910","IntelCor_bb:93:4c","Azurewav_44:a4:d3","ARP","42","Who has 192.168.100.14? Tell 192.168.100.25"
"208","25.543925","Azurewav_44:a4:d3","IntelCor_bb:93:4c","ARP","42","192.168.100.14 is at 80:a5:89:44:a4:d3"
"209","25.726600","192.168.100.25","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=2309/1289, ttl=128 (reply in 210)"
"210","25.726676","192.168.100.14","192.168.100.25","ICMP","74","Echo (ping) reply    id=0x0001, seq=2309/1289, ttl=128 (request in 209)"
"211","25.752506","192.168.100.14","198.134.112.242","TCP","55","57460  >  443 [ACK] Seq=1 Ack=1 Win=258 Len=1 [TCP segment of a reassembled PDU]"
"212","25.973653","192.168.100.5","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=1138/29188, ttl=128 (reply in 213)"
"213","25.973739","192.168.100.14","192.168.100.5","ICMP","74","Echo (ping) reply    id=0x0001, seq=1138/29188, ttl=128 (request in 212)"
"214","26.008396","198.134.112.242","192.168.100.14","TCP","60","443  >  57460 [RST] Seq=1 Win=0 Len=0"
"215","26.362849","192.168.100.9","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=55832/6362, ttl=128 (reply in 216)"
"216","26.362926","192.168.100.14","192.168.100.9","ICMP","74","Echo (ping) reply    id=0x0001, seq=55832/6362, ttl=128 (request in 215)"
"217","26.581434","192.168.100.9","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"218","26.581435","192.168.100.23","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"219","26.734462","192.168.100.25","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=2310/1545, ttl=128 (reply in 220)"
"220","26.734564","192.168.100.14","192.168.100.25","ICMP","74","Echo (ping) reply    id=0x0001, seq=2310/1545, ttl=128 (request in 219)"
"221","26.990023","192.168.100.5","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=1139/29444, ttl=128 (reply in 222)"
"222","26.990097","192.168.100.14","192.168.100.5","ICMP","74","Echo (ping) reply    id=0x0001, seq=1139/29444, ttl=128 (request in 221)"
"223","27.211145","192.168.100.14","198.134.112.241","TCP","55","57484  >  443 [ACK] Seq=1 Ack=1 Win=258 Len=1 [TCP segment of a reassembled PDU]"
"224","27.377061","192.168.100.9","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=55834/6874, ttl=128 (reply in 225)"
"225","27.377139","192.168.100.14","192.168.100.9","ICMP","74","Echo (ping) reply    id=0x0001, seq=55834/6874, ttl=128 (request in 224)"
"226","27.532954","198.134.112.241","192.168.100.14","TCP","60","443  >  57484 [RST] Seq=1 Win=0 Len=0"
"227","27.604486","192.168.100.9","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"228","27.605029","192.168.100.23","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"229","27.741011","192.168.100.25","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=2311/1801, ttl=128 (reply in 230)"
"230","27.741087","192.168.100.14","192.168.100.25","ICMP","74","Echo (ping) reply    id=0x0001, seq=2311/1801, ttl=128 (request in 229)"
"231","27.753748","192.168.100.14","64.111.199.222","TCP","55","57487  >  443 [ACK] Seq=1 Ack=1 Win=258 Len=1 [TCP segment of a reassembled PDU]"
"232","27.997460","64.111.199.222","192.168.100.14","TCP","60","443  >  57487 [RST] Seq=1 Win=0 Len=0"
"233","28.006310","192.168.100.5","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=1140/29700, ttl=128 (reply in 234)"
"234","28.006387","192.168.100.14","192.168.100.5","ICMP","74","Echo (ping) reply    id=0x0001, seq=1140/29700, ttl=128 (request in 233)"
"235","28.389289","192.168.100.9","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=55836/7386, ttl=128 (reply in 236)"
"236","28.389395","192.168.100.14","192.168.100.9","ICMP","74","Echo (ping) reply    id=0x0001, seq=55836/7386, ttl=128 (request in 235)"
"237","28.628461","192.168.100.9","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"238","28.629538","192.168.100.23","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"239","28.758591","192.168.100.25","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=2312/2057, ttl=128 (reply in 240)"
"240","28.758666","192.168.100.14","192.168.100.25","ICMP","74","Echo (ping) reply    id=0x0001, seq=2312/2057, ttl=128 (request in 239)"
"241","28.953123","192.168.100.14","64.111.199.222","TCP","55","57489  >  443 [ACK] Seq=1 Ack=1 Win=64663 Len=1 [TCP segment of a reassembled PDU]"
"242","29.025781","192.168.100.5","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=1141/29956, ttl=128 (reply in 243)"
"243","29.025856","192.168.100.14","192.168.100.5","ICMP","74","Echo (ping) reply    id=0x0001, seq=1141/29956, ttl=128 (request in 242)"
"244","29.065763","192.168.100.14","122.11.128.50","UDP","114","50251  >  19900 Len=72"
"245","29.193484","64.111.199.222","192.168.100.14","TCP","60","443  >  57489 [RST] Seq=1 Win=0 Len=0"
"246","29.401979","192.168.100.9","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=55838/7898, ttl=128 (reply in 247)"
"247","29.402055","192.168.100.14","192.168.100.9","ICMP","74","Echo (ping) reply    id=0x0001, seq=55838/7898, ttl=128 (request in 246)"
"248","29.653338","192.168.100.9","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"249","29.653338","192.168.100.23","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"250","29.778940","192.168.100.25","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=2313/2313, ttl=128 (reply in 251)"
"251","29.779024","192.168.100.14","192.168.100.25","ICMP","74","Echo (ping) reply    id=0x0001, seq=2313/2313, ttl=128 (request in 250)"
"252","30.047923","192.168.100.5","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=1142/30212, ttl=128 (reply in 253)"
"253","30.047999","192.168.100.14","192.168.100.5","ICMP","74","Echo (ping) reply    id=0x0001, seq=1142/30212, ttl=128 (request in 252)"
"254","30.416104","192.168.100.9","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=55840/8410, ttl=128 (reply in 255)"
"255","30.416214","192.168.100.14","192.168.100.9","ICMP","74","Echo (ping) reply    id=0x0001, seq=55840/8410, ttl=128 (request in 254)"
"256","30.622897","Azurewav_c9:65:99","Azurewav_44:a4:d3","ARP","42","Who has 192.168.100.14? Tell 192.168.100.5"
"257","30.622914","Azurewav_44:a4:d3","Azurewav_c9:65:99","ARP","42","192.168.100.14 is at 80:a5:89:44:a4:d3"
"258","30.795337","192.168.100.25","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=2314/2569, ttl=128 (reply in 259)"
"259","30.795433","192.168.100.14","192.168.100.25","ICMP","74","Echo (ping) reply    id=0x0001, seq=2314/2569, ttl=128 (request in 258)"
"260","31.007406","HuaweiTe_26:8f:b2","Azurewav_44:a4:d3","ARP","60","Who has 192.168.100.14? Tell 192.168.100.1"
"261","31.007423","Azurewav_44:a4:d3","HuaweiTe_26:8f:b2","ARP","42","192.168.100.14 is at 80:a5:89:44:a4:d3"
"262","31.037614","192.168.100.14","40.84.185.67","TLSv1.2","235","Application Data"
"263","31.065717","192.168.100.5","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=1143/30468, ttl=128 (reply in 264)"
"264","31.065800","192.168.100.14","192.168.100.5","ICMP","74","Echo (ping) reply    id=0x0001, seq=1143/30468, ttl=128 (request in 263)"
"265","31.306681","40.84.185.67","192.168.100.14","TCP","60","9354  >  57042 [ACK] Seq=1 Ack=182 Win=1023 Len=0"
"266","31.373728","192.168.100.14","45.33.24.119","TCP","55","57471  >  443 [ACK] Seq=1 Ack=1 Win=259 Len=1 [TCP segment of a reassembled PDU]"
"267","31.429762","192.168.100.9","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=55842/8922, ttl=128 (reply in 268)"
"268","31.429874","192.168.100.14","192.168.100.9","ICMP","74","Echo (ping) reply    id=0x0001, seq=55842/8922, ttl=128 (request in 267)"
"269","31.601726","45.33.24.119","192.168.100.14","TCP","60","443  >  57471 [RST] Seq=1 Win=0 Len=0"
"270","31.815241","192.168.100.25","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=2315/2825, ttl=128 (reply in 271)"
"271","31.815318","192.168.100.14","192.168.100.25","ICMP","74","Echo (ping) reply    id=0x0001, seq=2315/2825, ttl=128 (request in 270)"
"272","32.082677","192.168.100.5","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=1144/30724, ttl=128 (reply in 273)"
"273","32.082791","192.168.100.14","192.168.100.5","ICMP","74","Echo (ping) reply    id=0x0001, seq=1144/30724, ttl=128 (request in 272)"
"274","32.443902","192.168.100.9","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=55844/9434, ttl=128 (reply in 275)"
"275","32.443996","192.168.100.14","192.168.100.9","ICMP","74","Echo (ping) reply    id=0x0001, seq=55844/9434, ttl=128 (request in 274)"
"276","32.825821","192.168.100.25","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=2316/3081, ttl=128 (reply in 277)"
"277","32.825904","192.168.100.14","192.168.100.25","ICMP","74","Echo (ping) reply    id=0x0001, seq=2316/3081, ttl=128 (request in 276)"
"278","33.099693","192.168.100.5","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=1145/30980, ttl=128 (reply in 279)"
"279","33.099781","192.168.100.14","192.168.100.5","ICMP","74","Echo (ping) reply    id=0x0001, seq=1145/30980, ttl=128 (request in 278)"
"280","33.457753","192.168.100.9","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=55846/9946, ttl=128 (reply in 281)"
"281","33.457832","192.168.100.14","192.168.100.9","ICMP","74","Echo (ping) reply    id=0x0001, seq=55846/9946, ttl=128 (request in 280)"
"282","33.833549","192.168.100.25","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=2317/3337, ttl=128 (reply in 283)"
"283","33.833624","192.168.100.14","192.168.100.25","ICMP","74","Echo (ping) reply    id=0x0001, seq=2317/3337, ttl=128 (request in 282)"
"284","34.115881","192.168.100.5","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=1146/31236, ttl=128 (reply in 285)"
"285","34.115997","192.168.100.14","192.168.100.5","ICMP","74","Echo (ping) reply    id=0x0001, seq=1146/31236, ttl=128 (request in 284)"
"286","34.473754","192.168.100.9","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=55848/10458, ttl=128 (reply in 287)"
"287","34.473855","192.168.100.14","192.168.100.9","ICMP","74","Echo (ping) reply    id=0x0001, seq=55848/10458, ttl=128 (request in 286)"
"288","34.773646","192.168.1.254","192.168.1.255","RIPv2","66","Response"
"289","34.847525","192.168.100.25","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=2318/3593, ttl=128 (reply in 290)"
"290","34.847619","192.168.100.14","192.168.100.25","ICMP","74","Echo (ping) reply    id=0x0001, seq=2318/3593, ttl=128 (request in 289)"
"291","35.126771","192.168.100.5","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=1147/31492, ttl=128 (reply in 292)"
"292","35.126851","192.168.100.14","192.168.100.5","ICMP","74","Echo (ping) reply    id=0x0001, seq=1147/31492, ttl=128 (request in 291)"
"293","35.487820","192.168.100.9","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=55850/10970, ttl=128 (reply in 294)"
"294","35.487916","192.168.100.14","192.168.100.9","ICMP","74","Echo (ping) reply    id=0x0001, seq=55850/10970, ttl=128 (request in 293)"
"295","35.856028","192.168.100.25","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=2319/3849, ttl=128 (reply in 296)"
"296","35.856103","192.168.100.14","192.168.100.25","ICMP","74","Echo (ping) reply    id=0x0001, seq=2319/3849, ttl=128 (request in 295)"
"297","36.141617","192.168.100.5","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=1148/31748, ttl=128 (reply in 298)"
"298","36.141730","192.168.100.14","192.168.100.5","ICMP","74","Echo (ping) reply    id=0x0001, seq=1148/31748, ttl=128 (request in 297)"
"299","36.502691","192.168.100.9","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=55852/11482, ttl=128 (reply in 300)"
"300","36.502772","192.168.100.14","192.168.100.9","ICMP","74","Echo (ping) reply    id=0x0001, seq=55852/11482, ttl=128 (request in 299)"
"301","36.878486","192.168.100.25","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=2320/4105, ttl=128 (reply in 302)"
"302","36.878569","192.168.100.14","192.168.100.25","ICMP","74","Echo (ping) reply    id=0x0001, seq=2320/4105, ttl=128 (request in 301)"
"303","37.157888","192.168.100.5","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=1149/32004, ttl=128 (reply in 304)"
"304","37.157965","192.168.100.14","192.168.100.5","ICMP","74","Echo (ping) reply    id=0x0001, seq=1149/32004, ttl=128 (request in 303)"
"305","37.448621","Azurewav_44:a4:d3","IntelCor_bb:93:4c","ARP","42","Who has 192.168.100.25? Tell 192.168.100.14"
"306","37.514840","192.168.100.9","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=55854/11994, ttl=128 (reply in 307)"
"307","37.514917","192.168.100.14","192.168.100.9","ICMP","74","Echo (ping) reply    id=0x0001, seq=55854/11994, ttl=128 (request in 306)"
"308","37.847900","IntelCor_bb:93:4c","Azurewav_44:a4:d3","ARP","42","192.168.100.25 is at 48:a4:72:bb:93:4c"
"309","37.897762","192.168.100.25","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=2321/4361, ttl=128 (reply in 310)"
"310","37.897891","192.168.100.14","192.168.100.25","ICMP","74","Echo (ping) reply    id=0x0001, seq=2321/4361, ttl=128 (request in 309)"
"311","38.171957","192.168.100.5","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=1150/32260, ttl=128 (reply in 312)"
"312","38.172033","192.168.100.14","192.168.100.5","ICMP","74","Echo (ping) reply    id=0x0001, seq=1150/32260, ttl=128 (request in 311)"
"313","38.528572","192.168.100.9","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=55856/12506, ttl=128 (reply in 314)"
"314","38.528653","192.168.100.14","192.168.100.9","ICMP","74","Echo (ping) reply    id=0x0001, seq=55856/12506, ttl=128 (request in 313)"
"315","38.909326","192.168.100.25","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=2322/4617, ttl=128 (reply in 316)"
"316","38.909401","192.168.100.14","192.168.100.25","ICMP","74","Echo (ping) reply    id=0x0001, seq=2322/4617, ttl=128 (request in 315)"
"317","39.194361","192.168.100.5","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=1151/32516, ttl=128 (reply in 318)"
"318","39.194436","192.168.100.14","192.168.100.5","ICMP","74","Echo (ping) reply    id=0x0001, seq=1151/32516, ttl=128 (request in 317)"
"319","39.246756","192.168.100.14","172.217.194.138","UDP","1392","53872  >  443 Len=1350"
"320","39.309778","172.217.194.138","192.168.100.14","UDP","1392","443  >  53872 Len=1350"
"321","39.309778","172.217.194.138","192.168.100.14","UDP","1392","443  >  53872 Len=1350"
"322","39.310919","192.168.100.14","172.217.194.138","UDP","78","53872  >  443 Len=36"
"323","39.312365","192.168.100.14","172.217.194.138","UDP","1392","53872  >  443 Len=1350"
"324","39.317782","172.217.194.138","192.168.100.14","UDP","78","443  >  53872 Len=36"
"325","39.342419","172.217.194.138","192.168.100.14","UDP","1392","443  >  53872 Len=1350"
"326","39.342420","172.217.194.138","192.168.100.14","UDP","73","443  >  53872 Len=31"
"327","39.342420","172.217.194.138","192.168.100.14","UDP","65","443  >  53872 Len=23"
"328","39.342846","192.168.100.14","172.217.194.138","UDP","89","53872  >  443 Len=47"
"329","39.343118","192.168.100.14","172.217.194.138","UDP","1113","53872  >  443 Len=1071"
"330","39.370890","172.217.194.138","192.168.100.14","UDP","65","443  >  53872 Len=23"
"331","39.397235","172.217.194.138","192.168.100.14","UDP","62","443  >  53872 Len=20"
"332","39.451022","172.217.194.138","192.168.100.14","UDP","138","443  >  53872 Len=96"
"333","39.454178","172.217.194.138","192.168.100.14","UDP","60","443  >  53872 Len=16"
"334","39.454350","192.168.100.14","172.217.194.138","UDP","70","53872  >  443 Len=28"
"335","39.545897","192.168.100.9","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=55858/13018, ttl=128 (reply in 336)"
"336","39.546016","192.168.100.14","192.168.100.9","ICMP","74","Echo (ping) reply    id=0x0001, seq=55858/13018, ttl=128 (request in 335)"
"337","39.927853","192.168.100.25","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=2323/4873, ttl=128 (reply in 338)"
"338","39.927930","192.168.100.14","192.168.100.25","ICMP","74","Echo (ping) reply    id=0x0001, seq=2323/4873, ttl=128 (request in 337)"
"339","40.212552","192.168.100.5","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=1152/32772, ttl=128 (reply in 340)"
"340","40.212647","192.168.100.14","192.168.100.5","ICMP","74","Echo (ping) reply    id=0x0001, seq=1152/32772, ttl=128 (request in 339)"
"341","40.558582","192.168.100.9","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=55860/13530, ttl=128 (reply in 342)"
"342","40.558658","192.168.100.14","192.168.100.9","ICMP","74","Echo (ping) reply    id=0x0001, seq=55860/13530, ttl=128 (request in 341)"
"343","40.947262","192.168.100.25","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=2324/5129, ttl=128 (reply in 344)"
"344","40.947352","192.168.100.14","192.168.100.25","ICMP","74","Echo (ping) reply    id=0x0001, seq=2324/5129, ttl=128 (request in 343)"
"345","41.065819","192.168.100.14","122.11.128.50","UDP","114","50251  >  19900 Len=72"
"346","41.229378","192.168.100.5","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=1153/33028, ttl=128 (reply in 347)"
"347","41.229468","192.168.100.14","192.168.100.5","ICMP","74","Echo (ping) reply    id=0x0001, seq=1153/33028, ttl=128 (request in 346)"
"348","41.571947","192.168.100.9","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=55862/14042, ttl=128 (reply in 349)"
"349","41.572024","192.168.100.14","192.168.100.9","ICMP","74","Echo (ping) reply    id=0x0001, seq=55862/14042, ttl=128 (request in 348)"
"350","41.963131","192.168.100.25","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=2325/5385, ttl=128 (reply in 351)"
"351","41.963213","192.168.100.14","192.168.100.25","ICMP","74","Echo (ping) reply    id=0x0001, seq=2325/5385, ttl=128 (request in 350)"
"352","42.245929","192.168.100.5","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=1154/33284, ttl=128 (reply in 353)"
"353","42.246015","192.168.100.14","192.168.100.5","ICMP","74","Echo (ping) reply    id=0x0001, seq=1154/33284, ttl=128 (request in 352)"
"354","42.585749","192.168.100.9","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=55864/14554, ttl=128 (reply in 355)"
"355","42.585826","192.168.100.14","192.168.100.9","ICMP","74","Echo (ping) reply    id=0x0001, seq=55864/14554, ttl=128 (request in 354)"
"356","42.985163","192.168.100.25","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=2326/5641, ttl=128 (reply in 357)"
"357","42.985238","192.168.100.14","192.168.100.25","ICMP","74","Echo (ping) reply    id=0x0001, seq=2326/5641, ttl=128 (request in 356)"
"358","43.266160","192.168.100.5","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=1155/33540, ttl=128 (reply in 359)"
"359","43.266235","192.168.100.14","192.168.100.5","ICMP","74","Echo (ping) reply    id=0x0001, seq=1155/33540, ttl=128 (request in 358)"
"360","43.448368","Azurewav_44:a4:d3","Tp-LinkT_07:e3:e2","ARP","42","Who has 192.168.100.9? Tell 192.168.100.14"
"361","43.453085","Tp-LinkT_07:e3:e2","Azurewav_44:a4:d3","ARP","42","192.168.100.9 is at 84:16:f9:07:e3:e2"
"362","43.599919","192.168.100.9","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=55866/15066, ttl=128 (reply in 363)"
"363","43.599996","192.168.100.14","192.168.100.9","ICMP","74","Echo (ping) reply    id=0x0001, seq=55866/15066, ttl=128 (request in 362)"
"364","44.003053","192.168.100.25","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=2327/5897, ttl=128 (reply in 365)"
"365","44.003128","192.168.100.14","192.168.100.25","ICMP","74","Echo (ping) reply    id=0x0001, seq=2327/5897, ttl=128 (request in 364)"
"366","44.265321","192.168.100.14","74.125.68.188","TCP","55","57052  >  5228 [ACK] Seq=1 Ack=1 Win=255 Len=1"
"367","44.284370","192.168.100.5","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=1156/33796, ttl=128 (reply in 368)"
"368","44.284443","192.168.100.14","192.168.100.5","ICMP","74","Echo (ping) reply    id=0x0001, seq=1156/33796, ttl=128 (request in 367)"
"369","44.293345","74.125.68.188","192.168.100.14","TCP","66","5228  >  57052 [ACK] Seq=1 Ack=2 Win=262 Len=0 SLE=1 SRE=2"
"370","44.611985","192.168.100.9","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=55868/15578, ttl=128 (reply in 371)"
"371","44.612064","192.168.100.14","192.168.100.9","ICMP","74","Echo (ping) reply    id=0x0001, seq=55868/15578, ttl=128 (request in 370)"
"372","45.006390","192.168.100.25","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=2328/6153, ttl=128 (reply in 373)"
"373","45.006465","192.168.100.14","192.168.100.25","ICMP","74","Echo (ping) reply    id=0x0001, seq=2328/6153, ttl=128 (request in 372)"
"374","45.302742","192.168.100.5","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=1157/34052, ttl=128 (reply in 375)"
"375","45.302818","192.168.100.14","192.168.100.5","ICMP","74","Echo (ping) reply    id=0x0001, seq=1157/34052, ttl=128 (request in 374)"
"376","45.625989","192.168.100.9","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=55870/16090, ttl=128 (reply in 377)"
"377","45.626065","192.168.100.14","192.168.100.9","ICMP","74","Echo (ping) reply    id=0x0001, seq=55870/16090, ttl=128 (request in 376)"
"378","46.013757","192.168.100.25","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=2329/6409, ttl=128 (reply in 379)"
"379","46.013833","192.168.100.14","192.168.100.25","ICMP","74","Echo (ping) reply    id=0x0001, seq=2329/6409, ttl=128 (request in 378)"
"380","46.320088","192.168.100.5","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=1158/34308, ttl=128 (reply in 381)"
"381","46.320163","192.168.100.14","192.168.100.5","ICMP","74","Echo (ping) reply    id=0x0001, seq=1158/34308, ttl=128 (request in 380)"
"382","46.642072","192.168.100.9","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=55872/16602, ttl=128 (reply in 383)"
"383","46.642148","192.168.100.14","192.168.100.9","ICMP","74","Echo (ping) reply    id=0x0001, seq=55872/16602, ttl=128 (request in 382)"
"384","47.021530","192.168.100.25","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=2330/6665, ttl=128 (reply in 385)"
"385","47.021605","192.168.100.14","192.168.100.25","ICMP","74","Echo (ping) reply    id=0x0001, seq=2330/6665, ttl=128 (request in 384)"
"386","47.345758","192.168.100.5","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=1159/34564, ttl=128 (reply in 387)"
"387","47.345838","192.168.100.14","192.168.100.5","ICMP","74","Echo (ping) reply    id=0x0001, seq=1159/34564, ttl=128 (request in 386)"
"388","47.655088","192.168.100.9","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=55874/17114, ttl=128 (reply in 389)"
"389","47.655164","192.168.100.14","192.168.100.9","ICMP","74","Echo (ping) reply    id=0x0001, seq=55874/17114, ttl=128 (request in 388)"
"390","48.030144","192.168.100.25","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=2331/6921, ttl=128 (reply in 391)"
"391","48.030248","192.168.100.14","192.168.100.25","ICMP","74","Echo (ping) reply    id=0x0001, seq=2331/6921, ttl=128 (request in 390)"
"392","48.360215","192.168.100.5","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=1160/34820, ttl=128 (reply in 393)"
"393","48.360291","192.168.100.14","192.168.100.5","ICMP","74","Echo (ping) reply    id=0x0001, seq=1160/34820, ttl=128 (request in 392)"
"394","48.668303","192.168.100.9","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=55876/17626, ttl=128 (reply in 395)"
"395","48.668380","192.168.100.14","192.168.100.9","ICMP","74","Echo (ping) reply    id=0x0001, seq=55876/17626, ttl=128 (request in 394)"
"396","49.038714","192.168.100.25","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=2332/7177, ttl=128 (reply in 397)"
"397","49.038790","192.168.100.14","192.168.100.25","ICMP","74","Echo (ping) reply    id=0x0001, seq=2332/7177, ttl=128 (request in 396)"
"398","49.371604","192.168.100.5","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=1161/35076, ttl=128 (reply in 399)"
"399","49.371680","192.168.100.14","192.168.100.5","ICMP","74","Echo (ping) reply    id=0x0001, seq=1161/35076, ttl=128 (request in 398)"
"400","49.682162","192.168.100.9","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=55878/18138, ttl=128 (reply in 401)"
"401","49.682239","192.168.100.14","192.168.100.9","ICMP","74","Echo (ping) reply    id=0x0001, seq=55878/18138, ttl=128 (request in 400)"
"402","50.051500","192.168.100.25","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=2333/7433, ttl=128 (reply in 403)"
"403","50.051575","192.168.100.14","192.168.100.25","ICMP","74","Echo (ping) reply    id=0x0001, seq=2333/7433, ttl=128 (request in 402)"
"404","50.380144","192.168.100.5","192.168.100.14","ICMP","74","Echo (ping) request  id=0x0001, seq=1162/35332, ttl=128 (reply in 405)"
